trade_id,direction,is_trend,entry_time,exit_time,entry_price,exit_price,size_btc,lots,gross_pnl,net_pnl,points_captured,exit_reason,trail_stage_at_exit,bars_held,entry_fee,entry_gst,exit_fee,exit_gst,funding_paid
203,LONG,True,2024-12-05 14:30:00+00:00,2024-12-05 15:18:00+00:00,102622.341208,101916.88679269493,0.1,100,-70.54544153050665,-79.00539819008625,-705.4544153050665,Trail_SL_Stage1,1,0,5.1311170604,0.923601070872,2.0383377358538985,0.3669007924537017,0.0
204,SHORT,True,2024-12-06 10:00:00+00:00,2024-12-06 13:25:30+00:00,97989.950025,98079.56878191189,0.1,100,-8.961875691189197,-17.05796056591732,-89.61875691189198,SL,0,0,4.89949750125,0.881909550225,1.961591375638238,0.35308644761488284,0.0
205,LONG,True,2024-12-06 14:00:00+00:00,2024-12-06 14:39:00+00:00,98602.099224,98625.74,0.1,100,2.364077600000019,-5.781013718215981,23.640776000000187,Trail_SL_Stage1,1,0,4.9301049612000005,0.8874188930160001,1.9725148000000001,0.355052664,0.0
206,LONG,True,2024-12-06 17:30:00+00:00,2024-12-06 18:10:30+00:00,99355.07451399999,100587.98,0.1,100,123.29054860000034,115.05472287567433,1232.9054860000033,Trail_SL_Stage2,2,0,4.967753725700001,0.894195670626,2.0117596000000004,0.36211672800000005,0.0
207,LONG,True,2024-12-08 12:30:00+00:00,2024-12-08 14:19:30+00:00,99786.217624,100039.75,0.1,100,25.353237600000284,17.104912660184283,253.53237600000284,Trail_SL_Stage2,2,0,4.9893108812,0.898075958616,2.000795,0.3601431,0.0
208,SHORT,True,2024-12-09 11:30:00+00:00,2024-12-09 12:22:30+00:00,98289.920025,98539.69,0.1,100,-24.97699750000029,-33.10163946547529,-249.7699750000029,SL,0,0,4.914496001250001,0.8846092802250001,1.9707938000000003,0.35474288400000004,0.0
209,SHORT,True,2024-12-10 03:00:00+00:00,2024-12-10 03:49:30+00:00,96650.084025,96947.51,0.1,100,-29.742597499999103,-37.7329136934741,-297.425974999991,Trail_SL_Stage1,1,0,4.832504201250001,0.8698507562250001,1.9389502,0.349011036,0.0
210,SHORT,True,2024-12-10 12:30:00+00:00,2024-12-10 13:19:30+00:00,97245.914436,97800.24,0.1,100,-55.43255639999989,-63.47815101572389,-554.3255639999988,Max_SL,0,0,4.8622957218,0.875213229924,1.9560048000000003,0.35208086400000005,0.0
211,SHORT,True,2024-12-10 15:00:00+00:00,2024-12-10 15:40:30+00:00,97809.978024,97171.32,0.1,100,63.86580239999894,55.801770544582936,638.6580239999894,Trail_SL_Stage1,1,0,4.8904989012,0.880289802216,1.9434264000000003,0.34981675200000006,0.0
212,SHORT,True,2024-12-10 16:00:00+00:00,2024-12-10 16:48:00+00:00,95648.974146,96174.83777647818,0.1,100,-52.58636304781831,-60.4993786939572,-525.863630478183,Max_SL,1,0,4.7824487073,0.860840767314,1.9234967555295637,0.3462294159953214,0.0
213,SHORT,True,2024-12-10 17:30:00+00:00,2024-12-10 18:18:00+00:00,94585.960458,95098.39018563885,0.1,100,-51.24297276388534,-59.067866439288416,-512.4297276388534,Max_SL,0,0,4.7292980229,0.851273644122,1.9019678037127772,0.34235420466829986,0.0
214,LONG,True,2024-12-11 13:30:00+00:00,2024-12-11 14:21:00+00:00,98386.077624,98369.57,0.1,100,-1.6507623999990757,-9.777062831815076,-16.507623999990756,Trail_SL_Stage1,1,0,4.9193038812,0.885474698616,1.9673914000000006,0.3541304520000001,0.0
215,LONG,True,2024-12-11 14:30:00+00:00,2024-12-11 16:49:30+00:00,98678.606874,100295.36,0.1,100,161.67531259999961,152.49951822969362,1616.753125999996,Trail_SL_Stage4,4,0,4.933930343700001,0.8881074618660002,2.0059072000000002,0.36106329600000003,0.9867860687400002
216,LONG,True,2024-12-12 02:30:00+00:00,2024-12-12 03:18:00+00:00,100791.138106,101274.26611453091,0.1,100,48.312800853091176,39.97605102453424,483.12800853091176,Trail_SL_Stage2,2,0,5.0395569053000004,0.9071202429540001,2.0254853222906184,0.3645873580123113,0.0
217,LONG,True,2024-12-15 11:30:00+00:00,2024-12-15 12:28:30+00:00,102465.395515,102741.31,0.1,100,27.591448500000116,19.121295248615116,275.91448500000115,Trail_SL_Stage2,2,0,5.12326977575,0.9221885596349999,2.0548262000000004,0.36986871600000004,0.0
218,LONG,True,2024-12-15 22:00:00+00:00,2024-12-15 23:33:00+00:00,102869.58593,104828.48890314043,0.1,100,195.89029731404298,187.34703940605885,1958.9029731404298,Trail_SL_Stage4,4,0,5.143479296500001,0.9258262733700001,2.096569778062809,0.3773825600513056,0.0
219,LONG,True,2024-12-16 14:30:00+00:00,2024-12-16 15:10:30+00:00,104390.66802299999,105253.21,0.1,100,86.25419770000154,77.61117253064454,862.5419770000153,Trail_SL_Stage2,2,0,5.21953340115,0.9395160122069999,2.1050642000000006,0.3789115560000001,0.0
220,LONG,True,2024-12-16 16:00:00+00:00,2024-12-16 17:07:30+00:00,106342.883225,106713.34248116794,0.1,100,37.045925616794555,28.25326062396399,370.45925616794557,Trail_SL_Stage1,1,0,5.317144161250001,0.9570859490250001,2.134266849623359,0.3841680329322046,0.0
221,LONG,True,2024-12-16 18:00:00+00:00,2024-12-16 18:49:30+00:00,107089.50788,106928.96,0.1,100,-16.054787999999828,-24.89659242091983,-160.54787999999826,Trail_SL_Stage1,1,0,5.354475394000001,0.9638055709200002,2.1385792,0.384944256,0.0
222,LONG,True,2024-12-17 14:00:00+00:00,2024-12-17 14:39:00+00:00,107309.399867,107055.88,0.1,100,-25.351986699999543,-34.20976006015255,-253.51986699999543,Trail_SL_Stage1,1,0,5.3654699933500005,0.965784598803,2.1411176000000003,0.385401168,0.0
223,SHORT,True,2024-12-18 14:30:00+00:00,2024-12-18 15:21:00+00:00,104681.280825,104311.59,0.1,100,36.969082499999786,28.331133407324785,369.69082499999786,Trail_SL_Stage2,2,0,5.23406404125,0.942131527425,2.0862318,0.375521724,0.0
224,SHORT,True,2024-12-18 16:00:00+00:00,2024-12-18 16:49:30+00:00,104417.847171,104277.72,0.1,100,14.01271710000001,5.39110992491101,140.1271710000001,Trail_SL_Stage1,1,0,5.2208923585500004,0.939760624539,2.0855544000000004,0.37539979200000007,0.0
225,SHORT,True,2024-12-18 19:00:00+00:00,2024-12-18 19:39:00+00:00,104794.709481,104070.25,0.1,100,72.44594809999981,63.80700234062081,724.459480999998,Trail_SL_Stage2,2,0,5.239735474050001,0.943152385329,2.081405,0.3746529,0.0
226,SHORT,True,2024-12-18 20:00:00+00:00,2024-12-18 21:03:00+00:00,102807.288243,100743.5902763412,0.1,100,206.36979666588013,197.9266179290215,2063.6979666588013,Trail_SL_Stage3,3,0,5.14036441215,0.925265594187,2.014871805526824,0.36267692499482834,0.0
227,SHORT,True,2024-12-19 02:00:00+00:00,2024-12-19 02:48:00+00:00,99758.743128,100283.78011354394,0.1,100,-52.50369855439349,-60.756161609625124,-525.0369855439349,Trail_SL_Stage1,1,0,4.9879371564,0.897828688152,2.005675602270879,0.3610216084087582,0.0
228,SHORT,True,2024-12-19 12:30:00+00:00,2024-12-19 13:21:00+00:00,102349.973979,102210.44,0.1,100,13.953397899999983,5.502583051238981,139.53397899999982,Trail_SL_Stage1,1,0,5.11749869895,0.921149765811,2.0442088000000003,0.36795758400000006,0.0
229,SHORT,True,2024-12-19 15:00:00+00:00,2024-12-19 15:51:00+00:00,100932.065784,100750.25,0.1,100,18.181578400000582,9.848880618744582,181.8157840000058,Trail_SL_Stage2,2,0,5.0466032892,0.908388592056,2.0150050000000004,0.36270090000000005,0.0
230,SHORT,True,2024-12-19 17:00:00+00:00,2024-12-19 18:01:30+00:00,100705.978395,98817.78489343253,0.1,100,188.81935015674682,180.5455977079568,1888.193501567468,Trail_SL_Stage3,3,0,5.03529891975,0.9063538055549999,1.976355697868651,0.35574402561635715,0.0
231,SHORT,True,2024-12-19 19:30:00+00:00,2024-12-19 20:37:30+00:00,98123.846634,97186.22066671807,0.1,100,93.76259672819288,85.67969496905232,937.6259672819288,Trail_SL_Stage2,2,0,4.9061923317,0.8831146197059999,1.9437244133343616,0.3498703944001851,0.0
232,SHORT,True,2024-12-20 01:30:00+00:00,2024-12-20 02:19:30+00:00,97051.99382999999,97230.27,0.1,100,-17.827617000001194,-25.84831900797119,-178.27617000001192,Trail_SL_Stage1,1,0,4.8525996915,0.87346794447,1.9446054000000002,0.350028972,0.0
233,SHORT,True,2024-12-20 08:00:00+00:00,2024-12-20 09:03:00+00:00,97822.48677300001,95557.10953923625,0.1,100,226.5377233763764,218.51104887164342,2265.377233763764,Trail_SL_Stage3,3,0,4.891124338650001,0.8804023809570002,1.911142190784725,0.3440055943412505,0.0
234,SHORT,True,2024-12-20 09:30:00+00:00,2024-12-20 10:33:00+00:00,95164.36261200001,94868.29806058282,0.1,100,29.6064551417192,21.75286591338144,296.064551417192,Trail_SL_Stage1,1,0,4.758218130600001,0.8564792635080002,1.8973659612116565,0.34152587301809817,0.0
235,SHORT,True,2024-12-20 11:00:00+00:00,2024-12-20 12:21:00+00:00,94349.854071,93784.03,0.1,100,56.58240709999955,48.80246260181055,565.8240709999955,Trail_SL_Stage2,2,0,4.71749270355,0.8491486866389999,1.8756806000000001,0.337622508,0.0
236,SHORT,True,2024-12-22 07:30:00+00:00,2024-12-22 08:22:30+00:00,96526.096425,96657.615294536,0.1,100,-13.151886953599751,-20.1627853993758,-131.5188695359975,SL,0,0,4.82630482125,0.868734867825,1.9331523058907198,0.3479674150603296,-0.96526096425
237,SHORT,True,2024-12-22 19:30:00+00:00,2024-12-22 20:24:00+00:00,95692.189824,95081.62202673075,0.1,100,61.056779726925015,53.16701424747817,610.5677972692501,Trail_SL_Stage2,2,0,4.7846094912,0.861229708416,1.901632440534615,0.3422938392962307,0.0
238,SHORT,True,2024-12-22 22:00:00+00:00,2024-12-22 22:52:30+00:00,95193.329715,95623.66558406479,0.1,100,-43.033586906478746,-50.906711867447676,-430.3358690647874,SL,0,0,4.75966648575,0.856739967435,1.9124733116812958,0.3442451961026332,0.0
239,SHORT,True,2024-12-23 00:00:00+00:00,2024-12-23 01:34:30+00:00,95176.511397,94290.62669885406,0.1,100,88.58846981459357,80.74779685207761,885.8846981459355,Trail_SL_Stage2,2,0,4.75882556985,0.856588602573,1.8858125339770815,0.33944625611587464,0.0
240,SHORT,True,2024-12-23 02:00:00+00:00,2024-12-23 02:48:00+00:00,94440.305025,94616.797253776,0.1,100,-17.64922287760128,-25.454157289265392,-176.49222877601278,Trail_SL_Stage1,1,0,4.72201525125,0.849962745225,1.8923359450755202,0.34062047011359364,0.0
241,SHORT,True,2024-12-23 20:00:00+00:00,2024-12-23 20:54:00+00:00,93035.235546,93385.66714992108,0.1,100,-35.043160392108256,-42.736141034060395,-350.43160392108257,SL,0,0,4.6517617773,0.8373171199139999,1.8677133429984218,0.3361884017397159,0.0
242,LONG,True,2024-12-24 16:00:00+00:00,2024-12-24 17:34:30+00:00,98310.070024,98492.66186466925,0.1,100,18.259184066925084,10.134463115502887,182.59184066925081,Trail_SL_Stage1,1,0,4.915503501200001,0.8847906302160001,1.9698532372933852,0.3545735827128093,0.0
243,LONG,True,2024-12-25 10:00:00+00:00,2024-12-25 10:49:30+00:00,98199.61898,98145.5,0.1,100,-5.411897999999929,-13.52190931981993,-54.11897999999928,Trail_SL_Stage2,2,0,4.9099809489999995,0.8837965708199998,1.9629100000000004,0.3533238000000001,0.0
244,LONG,True,2024-12-25 23:00:00+00:00,2024-12-26 00:22:30+00:00,98821.29114100001,99266.23698715733,0.1,100,44.494584615732315,35.3332323341064,444.9458461573231,Trail_SL_Stage2,2,0,4.941064557050001,0.8893916202690001,1.9853247397431468,0.3573584531537664,0.9882129114100002
245,SHORT,True,2024-12-26 09:30:00+00:00,2024-12-26 10:19:30+00:00,95650.194024,95642.57,0.1,100,0.7624023999989732,-7.138123699417027,7.624023999989731,Trail_SL_Stage1,1,0,4.7825097011999995,0.8608517462159999,1.9128514000000003,0.34431325200000007,0.0
246,SHORT,True,2024-12-26 14:30:00+00:00,2024-12-26 15:19:30+00:00,95786.750367,96214.52,0.1,100,-42.776963300000354,-50.699044243653354,-427.7696330000035,Trail_SL_Stage1,1,0,4.78933751835,0.8620807533029999,1.9242904000000003,0.34637227200000004,0.0
247,SHORT,True,2024-12-29 16:00:00+00:00,2024-12-29 17:01:30+00:00,94501.408914,93938.42654913681,0.1,100,56.29823648631864,48.50570649383302,562.9823648631864,Trail_SL_Stage3,3,0,4.7250704457,0.850512680226,1.8787685309827364,0.33817833557689253,0.0
248,SHORT,True,2024-12-29 18:30:00+00:00,2024-12-29 20:04:30+00:00,93758.83317900001,93646.25915301254,0.1,100,11.257402598747285,3.515579725175189,112.57402598747285,Trail_SL_Stage1,1,0,4.687941658950001,0.8438294986110001,1.872925183060251,0.33712653295084516,0.0
249,SHORT,True,2024-12-29 21:30:00+00:00,2024-12-29 22:10:30+00:00,93862.62279899999,93508.24,0.1,100,35.438279899998456,27.693590690857455,354.3827989999845,Trail_SL_Stage1,1,0,4.69313113995,0.844763605191,1.8701648000000002,0.336629664,0.0
250,SHORT,True,2024-12-31 01:00:00+00:00,2024-12-31 01:54:00+00:00,92440.505025,92505.02144124676,0.1,100,-6.45164162467554,-14.088749927163963,-64.5164162467554,SL,0,0,4.62202525125,0.831964545225,1.8501004288249356,0.3330180771884884,0.0
251,LONG,True,2024-12-31 13:00:00+00:00,2024-12-31 13:49:30+00:00,94549.564011,95435.75,0.1,100,88.6185989000005,80.78789092335151,886.1859890000051,Trail_SL_Stage3,3,0,4.72747820055,0.850946076099,1.9087150000000002,0.3435687,0.0
252,LONG,True,2025-01-02 04:30:00+00:00,2025-01-02 05:09:00+00:00,95183.637412,95394.96,0.1,100,21.132258800001,13.265103136693,211.32258800001,Trail_SL_Stage1,1,0,4.759181870600001,0.8566527367080001,1.9078992000000004,0.343421856,0.0
253,LONG,True,2025-01-02 08:30:00+00:00,2025-01-02 10:22:30+00:00,95731.25216799999,96597.1023341101,0.1,100,86.58501661101036,78.65718111801337,865.8501661101036,Trail_SL_Stage3,3,0,4.7865626084,0.8615812695119999,1.931942046682202,0.34774956840279636,0.0
254,LONG,True,2025-01-02 14:30:00+00:00,2025-01-02 15:18:00+00:00,96484.727508,96483.64670047244,0.1,100,-0.1080807527556317,-8.07769373785878,-1.080807527556317,Trail_SL_Stage2,2,0,4.8242363754,0.8683625475719999,1.9296729340094487,0.34734112812170076,0.0
255,LONG,True,2025-01-03 18:30:00+00:00,2025-01-03 19:33:00+00:00,98491.82819799999,98735.9224364085,0.1,100,24.40942384085065,16.26823820766941,244.0942384085065,Trail_SL_Stage1,1,0,4.9245914099000005,0.886426453782,1.9747184487281704,0.35544932077107066,0.0
256,LONG,True,2025-01-06 05:00:00+00:00,2025-01-06 05:51:00+00:00,99476.28663399999,99501.75,0.1,100,2.5463366000010867,-5.671005611404913,25.463366000010865,Trail_SL_Stage1,1,0,4.9738143317,0.8952865797059999,1.9900350000000002,0.35820630000000003,0.0
257,LONG,True,2025-01-06 11:00:00+00:00,2025-01-06 12:34:30+00:00,98778.086821,99559.96708305445,0.1,100,78.18802620544449,70.0105038598454,781.8802620544448,Trail_SL_Stage3,3,0,4.938904341050001,0.8890027813890001,1.9911993416610891,0.35841588149899606,0.0
258,SHORT,True,2025-01-08 03:00:00+00:00,2025-01-08 04:04:30+00:00,96868.202211,96574.33144852043,0.1,100,29.38707624795643,21.392698095322345,293.8707624795643,Trail_SL_Stage1,1,0,4.843410110550001,0.8718138198990001,1.931486628970409,0.3476675932146736,0.0
259,SHORT,True,2025-01-08 06:30:00+00:00,2025-01-08 07:19:30+00:00,96195.03953400001,95706.83,0.1,100,48.820953400000874,40.886764879494876,488.2095340000087,Trail_SL_Stage2,2,0,4.8097519767,0.865755355806,1.9141366000000002,0.34454458800000004,0.0
260,SHORT,True,2025-01-08 11:30:00+00:00,2025-01-08 12:10:30+00:00,95545.504494,95376.81,0.1,100,16.869449399999578,8.981371918853577,168.69449399999576,Trail_SL_Stage1,1,0,4.7772752247,0.859909540446,1.9075362000000002,0.34335651600000006,0.0
261,SHORT,True,2025-01-08 15:00:00+00:00,2025-01-08 15:49:30+00:00,95278.221225,95523.27,0.1,100,-24.504877500000294,-32.38064172427529,-245.04877500000293,Trail_SL_Stage1,1,0,4.76391106125,0.857503991025,1.9104654000000003,0.34388377200000003,0.0
262,SHORT,True,2025-01-08 16:30:00+00:00,2025-01-08 17:49:30+00:00,94876.491402,94133.19,0.1,100,74.33014019999973,66.51088392328172,743.3014019999973,Trail_SL_Stage3,3,0,4.743824570100001,0.8538884226180001,1.8826638000000004,0.33887948400000006,0.0
263,SHORT,True,2025-01-09 02:00:00+00:00,2025-01-09 02:52:30+00:00,94974.071643,94863.35037898368,0.1,100,11.072126401631976,3.2298811057509607,110.72126401631976,Trail_SL_Stage1,1,0,4.74870358215,0.854766644787,1.8972670075796738,0.34150806136434125,0.0
264,SHORT,True,2025-01-09 07:30:00+00:00,2025-01-09 08:51:00+00:00,93731.635899,93401.23,0.1,100,33.04058990000049,26.24347071294949,330.40589900000487,Trail_SL_Stage2,2,0,4.68658179495,0.8435847230910001,1.8680246,0.336244428,-0.9373163589900002
265,SHORT,True,2025-01-09 13:00:00+00:00,2025-01-09 14:19:30+00:00,93412.347831,92741.4,0.1,100,67.09478310000122,59.394757537972225,670.9478310000122,Trail_SL_Stage3,3,0,4.67061739155,0.840711130479,1.854828,0.33386903999999995,0.0
266,SHORT,True,2025-01-09 17:30:00+00:00,2025-01-09 18:24:00+00:00,93792.6198,92875.350738815,0.1,100,91.72690611849976,84.00128327286372,917.2690611849976,Trail_SL_Stage2,2,0,4.68963099,0.8441335782,1.8575070147763004,0.3343512626597341,0.0
267,SHORT,True,2025-01-09 19:30:00+00:00,2025-01-09 20:10:30+00:00,92832.965775,92371.57,0.1,100,46.139577499999724,38.48246346727473,461.39577499999723,Trail_SL_Stage1,1,0,4.641648288750001,0.8354966919750001,1.8474314000000003,0.332537652,0.0
268,SHORT,True,2025-01-10 13:30:00+00:00,2025-01-10 14:19:30+00:00,94808.448207,94681.01,0.1,100,12.743820699999924,4.915650419786925,127.43820699999924,Trail_SL_Stage2,2,0,4.74042241035,0.853276033863,1.8936202000000002,0.340851636,0.0
269,SHORT,True,2025-01-10 15:00:00+00:00,2025-01-10 15:49:30+00:00,94105.958463,94524.25,0.1,100,-41.829153699999736,-49.61217754931674,-418.29153699999733,Trail_SL_Stage1,1,0,4.705297923150001,0.8469536261670001,1.8904850000000004,0.34028730000000007,0.0
270,LONG,True,2025-01-12 15:00:00+00:00,2025-01-12 15:49:30+00:00,94820.731125,94974.66,0.1,100,15.39288749999978,7.5570623876247796,153.9288749999978,Trail_SL_Stage2,2,0,4.74103655625,0.853386580125,1.8994932000000002,0.341908776,0.0
271,SHORT,True,2025-01-12 22:00:00+00:00,2025-01-12 22:51:00+00:00,94343.014755,94163.4,0.1,100,17.961475500000233,10.172981389455234,179.61475500000233,Trail_SL_Stage2,2,0,4.71715073775,0.8490871327949999,1.8832680000000002,0.33898824,0.0
272,LONG,True,2025-01-14 08:00:00+00:00,2025-01-14 09:04:30+00:00,94873.72642400001,95471.06516006489,0.1,100,59.73387360648776,51.88320660969423,597.3387360648776,Trail_SL_Stage2,2,0,4.743686321200001,0.8538635378160002,1.9094213032012977,0.34369583457623354,0.0
273,LONG,True,2025-01-14 09:30:00+00:00,2025-01-14 10:19:30+00:00,96417.610797,96644.26,0.1,100,22.66492029999936,14.69547672697636,226.64920299999358,Trail_SL_Stage1,1,0,4.82088053985,0.867758497173,1.9328852,0.347919336,0.0
274,LONG,True,2025-01-14 13:30:00+00:00,2025-01-14 14:51:00+00:00,95908.499891,96140.35,0.1,100,23.185010900000634,15.257497146431634,231.85010900000634,Trail_SL_Stage2,2,0,4.79542499455,0.8631764990190001,1.9228070000000004,0.3461052600000001,0.0
275,LONG,True,2025-01-15 01:30:00+00:00,2025-01-15 02:22:30+00:00,97126.41167,96943.71,0.1,100,-18.270166999999493,-26.28849684452949,-182.70166999999492,SL,0,0,4.8563205835,0.8741377050299999,1.9388742000000003,0.34899735600000004,0.0
276,LONG,True,2025-01-15 12:30:00+00:00,2025-01-15 14:25:30+00:00,96601.879222,98687.78942370634,0.1,100,208.59102017063415,200.56247746613667,2085.9102017063415,Trail_SL_Stage4,4,0,4.8300939611,0.8694169129980001,1.973755788474127,0.35527604192534284,0.0
277,LONG,True,2025-01-15 15:00:00+00:00,2025-01-15 15:52:30+00:00,99444.993505,98975.69955761002,0.1,100,-46.929394738998965,-55.13247586535356,-469.2939473899896,SL,0,0,4.972249675250001,0.8950049415450002,1.9795139911522006,0.3563125184073961,0.0
278,LONG,True,2025-01-15 19:30:00+00:00,2025-01-15 20:33:00+00:00,99376.11661799999,100178.80346602344,0.1,100,80.26868480234553,72.04127416008538,802.6868480234552,Trail_SL_Stage2,2,0,4.9688058309,0.8943850495619999,2.003576069320469,0.36064369247768446,0.0
279,LONG,True,2025-01-16 06:30:00+00:00,2025-01-16 08:45:00+00:00,99690.66807,99072.5165602847,0.1,100,-61.815150971530244,-71.03191845918296,-618.1515097153024,Max_SL,0,0,4.9845334035,0.8972160126300001,1.9814503312056944,0.356661059617025,0.9969066807000001
280,LONG,True,2025-01-17 08:00:00+00:00,2025-01-17 08:40:30+00:00,101450.90407599999,101694.75,0.1,100,24.38459240000084,15.998992959516839,243.84592400000838,Trail_SL_Stage1,1,0,5.072545203800001,0.913058136684,2.0338950000000002,0.3661011,0.0
281,LONG,True,2025-01-17 10:00:00+00:00,2025-01-17 11:00:00+00:00,101871.696151,102321.29,0.1,100,44.95938489999972,36.53417238309072,449.59384899999714,Trail_SL_Stage2,2,0,5.09358480755,0.916845265359,2.0464258,0.368356644,0.0
282,LONG,True,2025-01-17 12:30:00+00:00,2025-01-17 13:19:30+00:00,102539.742949,102512.78,0.1,100,-2.696294900000794,-11.165441341991794,-26.96294900000794,Trail_SL_Stage1,1,0,5.12698714745,0.9228576865410001,2.0502556000000003,0.36904600800000004,0.0
283,LONG,True,2025-01-17 14:30:00+00:00,2025-01-17 15:33:00+00:00,102761.905163,103855.83964383711,0.1,100,109.39344808371098,100.87949786349942,1093.9344808371097,Trail_SL_Stage3,3,0,5.138095258150001,0.9248571464670001,2.0771167928767422,0.3738810227178136,0.0
284,LONG,True,2025-01-17 16:00:00+00:00,2025-01-17 17:51:00+00:00,104010.650025,104025.24,0.1,100,1.4589975000009874,-7.132626515474013,14.589975000009872,Trail_SL_Stage2,2,0,5.20053250125,0.9360958502249999,2.0805048000000004,0.37449086400000003,0.0
285,LONG,True,2025-01-17 19:00:00+00:00,2025-01-17 19:40:30+00:00,104846.41359299999,105140.7,0.1,100,29.428640700000688,20.76138177801369,294.2864070000069,Trail_SL_Stage1,1,0,5.24232067965,0.9436177223369999,2.102814,0.37850651999999996,0.0
286,LONG,True,2025-01-18 13:30:00+00:00,2025-01-18 14:22:30+00:00,103499.578923,104137.63844871864,0.1,100,63.805952571865056,55.2418291480183,638.0595257186505,Trail_SL_Stage2,2,0,5.17497894615,0.931496210307,2.082752768974373,0.3748954984153871,0.0
287,LONG,True,2025-01-21 16:00:00+00:00,2025-01-21 16:51:00+00:00,103953.634324,104822.02,0.1,100,86.83856760000054,78.23150350288455,868.3856760000053,Trail_SL_Stage2,2,0,5.197681716200001,0.9355827089160001,2.0964404000000005,0.3773592720000001,0.0
288,LONG,True,2025-01-21 18:30:00+00:00,2025-01-21 20:21:00+00:00,106406.61959799999,106686.14,0.1,100,27.952040200000923,19.156256739718923,279.5204020000092,Trail_SL_Stage1,1,0,5.3203309799,0.9576595763819999,2.1337228000000006,0.3840701040000001,0.0
289,SHORT,True,2025-01-23 00:00:00+00:00,2025-01-23 01:19:30+00:00,103696.039359,103578.39,0.1,100,11.764935900000275,3.202419573819274,117.64935900000273,Trail_SL_Stage1,1,0,5.18480196795,0.9332643542310001,2.0715678,0.372882204,0.0
290,SHORT,True,2025-01-23 01:30:00+00:00,2025-01-23 02:54:00+00:00,103530.215943,102741.18077568129,0.1,100,78.90351673187106,70.370542124928,789.0351673187106,Trail_SL_Stage2,2,0,5.176510797150001,0.9317719434870001,2.054823615513626,0.36986825079245267,0.0
291,SHORT,True,2025-01-23 04:00:00+00:00,2025-01-23 04:52:30+00:00,102450.74390100001,102142.65,0.1,100,30.809390100001476,22.354229669842475,308.09390100001474,Trail_SL_Stage1,1,0,5.122537195050001,0.9220566951090002,2.042853,0.36771354,0.0
292,SHORT,True,2025-01-23 09:30:00+00:00,2025-01-23 10:21:00+00:00,102296.779299,102072.97,0.1,100,22.380929900000048,13.936497829359046,223.80929900000046,Trail_SL_Stage1,1,0,5.114838964950001,0.920671013691,2.0414594000000004,0.36746269200000004,0.0
293,SHORT,True,2025-01-23 12:00:00+00:00,2025-01-23 13:01:30+00:00,101934.055575,101667.4130894677,0.1,100,26.664248553231303,18.250788325394865,266.642485532313,Trail_SL_Stage1,1,0,5.096702778750001,0.9174065001750001,2.033348261789354,0.36600268712208367,0.0
294,LONG,True,2025-01-24 10:30:00+00:00,2025-01-24 13:19:30+00:00,105280.78702599999,104981.78,0.1,100,-29.900702599999207,-38.58983904253321,-299.00702599999204,Trail_SL_Stage1,1,0,5.2640393513,0.947527083234,2.0996356,0.377934408,0.0
295,LONG,True,2025-01-24 14:30:00+00:00,2025-01-24 15:21:00+00:00,105276.78662599999,105259.24,0.1,100,-1.754662599998119,-10.450111074932119,-17.546625999981188,Trail_SL_Stage1,1,0,5.2638393313,0.9474910796339999,2.1051848000000004,0.37893326400000005,0.0
296,LONG,True,2025-01-24 16:00:00+00:00,2025-01-24 17:54:00+00:00,105870.82602400001,106319.75100779119,0.1,100,44.892498379117754,36.13697351991788,448.9249837911775,Trail_SL_Stage1,1,0,5.293541301200001,0.9528374342160002,2.126395020155824,0.3827511036280483,0.0
297,LONG,True,2025-01-24 18:00:00+00:00,2025-01-24 18:48:00+00:00,106469.365872,106227.66055213418,0.1,100,-24.170531986581047,-32.95919736205941,-241.70531986581045,Trail_SL_Stage1,1,0,5.3234682936,0.958224292848,2.124553211042684,0.3824195779876831,0.0
298,LONG,True,2025-01-28 15:00:00+00:00,2025-01-28 15:49:30+00:00,102652.51422499999,102503.75,0.1,100,-14.876422499999173,-23.352009339274172,-148.7642249999917,Trail_SL_Stage2,2,0,5.13262571125,0.923872628025,2.050075,0.3690135,0.0
299,LONG,True,2025-01-30 13:00:00+00:00,2025-01-30 13:52:30+00:00,105030.762026,104846.36557932306,0.1,100,-18.439644667693937,-27.110833854899962,-184.39644667693938,SL,0,0,5.2515381013,0.9452768582340001,2.0969273115864615,0.3774469160855631,0.0
300,LONG,True,2025-01-30 14:30:00+00:00,2025-01-30 15:19:30+00:00,104920.160967,105353.6,0.1,100,43.34390330000024,34.667268842947244,433.4390330000024,Trail_SL_Stage3,3,0,5.24600804835,0.944281448703,2.107072,0.37927296,0.0
301,LONG,True,2025-01-31 11:00:00+00:00,2025-01-31 11:49:30+00:00,104294.778435,104551.1,0.1,100,25.632156500000566,17.011358612335563,256.32156500000565,Trail_SL_Stage1,1,0,5.21473892175,0.938653005915,2.091022,0.37638396,0.0
302,SHORT,True,2025-01-31 20:30:00+00:00,2025-01-31 21:52:30+00:00,101927.976183,102162.55524654915,0.1,100,-23.457906354914304,-31.882693253529865,-234.57906354914303,SL,0,0,5.096398809150001,0.9173517856470002,2.043251104930983,0.36778519888757694,0.0
303,SHORT,True,2025-02-01 08:00:00+00:00,2025-02-01 08:51:00+00:00,102156.02337600001,102053.39,0.1,100,10.26333760000125,1.8276722168172501,102.6333760000125,Trail_SL_Stage1,1,0,5.107801168800001,0.9194042103840001,2.0410678,0.367392204,0.0
