timestamp,open,high,low,close,volume
1722470400000,64628.01,64806.8,64316.55,64566.0,779.63516
1722472200000,64566.0,64841.29,64354.5,64645.9,491.59425
1722474000000,64645.9,64816.01,64408.0,64550.01,333.88271
1722475800000,64550.01,64550.01,64099.0,64202.0,1060.88053
1722477600000,64202.0,64254.0,63900.0,64016.0,1277.01363
1722479400000,64016.0,64166.66,63900.0,64110.01,552.23576
1722481200000,64110.0,64139.82,63750.0,64040.01,843.14137
1722483000000,64040.01,64080.0,63890.0,63936.01,430.04991
1722484800000,63936.01,64058.0,63824.53,63840.0,445.89009
1722486600000,63840.01,63934.01,63613.33,63740.41,812.21696
1722488400000,63740.41,64227.31,63584.0,64214.0,1090.04031
1722490200000,64214.0,64357.38,64132.0,64303.99,484.27307
1722492000000,64304.0,64304.0,64124.0,64251.38,388.06211
1722493800000,64251.39,64454.0,64192.01,64226.0,379.61093
1722495600000,64226.0,64488.0,64216.71,64386.0,275.64176
1722497400000,64386.0,64433.82,64271.41,64328.59,231.78663
1722499200000,64328.6,64470.71,64310.0,64448.35,254.62985
1722501000000,64448.35,64560.01,64422.0,64507.17,417.12273
1722502800000,64507.18,64701.41,64480.0,64610.0,391.07728
1722504600000,64610.0,64614.0,64441.2,64466.0,350.04093
1722506400000,64466.01,64510.01,64299.87,64494.0,490.40693
1722508200000,64494.0,64610.01,64452.55,64584.55,189.50762
1722510000000,64584.54,64640.01,64467.4,64580.01,287.68913
1722511800000,64580.01,64690.0,64486.17,64674.25,274.57248
1722513600000,64674.26,64926.52,64634.89,64746.01,490.15656
1722515400000,64746.01,64898.01,64728.01,64883.98,303.51002
1722517200000,64883.99,64949.58,64575.42,64600.01,379.7774
1722519000000,64600.01,64888.48,64466.21,64754.03,445.0815
1722520800000,64754.02,64776.75,64126.16,64188.0,604.38366
1722522600000,64188.01,64436.01,63928.1,63935.83,916.05669
1722524400000,63935.83,63962.0,62846.4,62983.99,2899.61734
1722526200000,62984.0,63142.9,62666.07,62906.6,1967.9623
1722528000000,62907.44,63203.99,62712.0,62905.51,1215.09954
1722529800000,62905.51,63000.0,62652.55,62908.0,1032.31475
1722531600000,62908.01,62926.49,62511.0,62684.01,1051.77438
1722533400000,62684.0,63254.82,62302.0,63220.0,1779.00839
1722535200000,63220.0,63435.75,62912.75,63070.01,1363.37658
1722537000000,63070.01,63082.26,62811.26,62954.0,905.44339
1722538800000,62953.99,63358.0,62944.01,63357.99,655.87832
1722540600000,63357.99,63509.83,63250.0,63422.01,539.00096
1722542400000,63422.01,63577.19,63336.61,63569.99,492.81587
1722544200000,63569.99,64776.0,63510.75,64760.0,1854.15502
1722546000000,64760.01,64922.01,64628.01,64806.0,955.82011
1722547800000,64806.0,65356.0,64774.95,64889.03,762.62813
1722549600000,64889.04,65659.78,64869.49,65538.0,827.41823
1722551400000,65538.01,65618.01,65155.0,65184.37,525.36212
1722553200000,65184.37,65275.0,65000.0,65105.99,581.89569
1722555000000,65106.0,65470.84,65026.43,65354.02,462.72946
1722556800000,65354.02,65596.14,65206.0,65208.03,469.50029
1722558600000,65208.03,65246.85,64895.83,64897.99,412.93407
1722560400000,64898.0,64898.0,64548.01,64662.0,581.88492
1722562200000,64662.01,64886.0,64572.76,64647.99,354.26489
1722564000000,64648.0,64821.99,63854.06,63970.02,845.12679
1722565800000,63970.02,64446.15,63668.0,64359.91,745.10577
